tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,PaperlessBilling_Yes,Churn_Yes,senior_citizen_Yes,internet_service_Yes,multiple_lines,DSL,Fiber optic,Month-to-month,One year,Two year,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check
72,0,1,1,1,1,1,2,6350.5,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
72,0,1,1,1,1,1,2,7878.3,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0
41,1,0,0,1,1,1,2,3187.65,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0
65,1,1,1,0,0,1,2,6126.15,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0
13,0,1,1,0,0,0,1,731.3,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0
4,1,0,0,0,0,0,2,273.4,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0
41,0,0,1,0,0,1,1,2531.8,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1
15,0,1,0,0,0,0,2,1074.3,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
1,1,0,0,0,0,0,1,48.55,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1
42,1,1,1,0,0,1,2,4298.45,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
51,1,1,1,0,1,0,2,4619.55,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
2,0,0,0,0,0,0,2,147.15,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
1,0,1,0,0,1,0,1,40.2,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
32,0,1,1,1,1,1,2,2633.3,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0
10,0,0,0,0,0,0,0,193.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
67,0,1,1,1,1,1,1,4103.9,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
61,1,1,1,1,1,1,2,7008.15,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0
50,1,1,1,1,1,1,2,5791.1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0
2,0,0,0,0,0,0,1,80.55,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0
29,1,0,1,0,0,1,1,1228.65,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
3,0,0,1,0,0,1,1,132.2,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0
13,0,1,1,0,1,1,2,1364.3,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
57,0,1,0,0,0,1,2,4925.35,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
31,1,1,0,1,0,1,1,1520.1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
45,1,1,1,1,1,1,2,5032.25,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1
61,1,1,1,1,1,1,2,5526.75,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
50,0,0,0,0,0,0,0,1195.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
19,1,1,0,1,1,1,2,2007.25,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1
59,0,0,0,0,0,0,0,1099.6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
71,0,0,0,0,0,0,0,1732.95,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
16,0,0,0,1,1,1,2,1511.2,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
57,1,1,0,1,0,0,1,3450.15,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1,0,0,0,0,0,0,0,24.8,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
20,0,1,0,1,1,1,2,2172.05,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,2,70.6,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
5,0,1,0,1,0,0,2,401.1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
52,0,1,1,0,1,1,2,5624.85,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
21,1,1,0,0,0,1,1,1339.8,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0
14,0,0,1,1,1,1,1,771.95,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
5,0,1,0,0,0,0,1,244.75,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
6,1,1,0,0,0,0,1,322.9,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
10,0,1,0,0,0,0,1,498.25,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,25.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
68,1,0,0,0,0,0,1,3687.75,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1
18,0,0,1,0,1,1,2,1779.95,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
22,0,0,0,0,0,0,2,1783.6,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0
20,0,0,0,0,0,0,1,927.15,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,2,70.0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
8,0,1,0,0,0,0,2,606.55,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
10,0,0,0,0,0,0,1,435.4,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0
24,0,0,0,0,0,0,2,1712.7,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
35,1,1,1,0,0,0,1,2021.2,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
23,0,1,1,1,0,0,2,1940.8,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
6,0,0,0,0,1,1,2,567.8,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
12,0,0,0,0,0,0,0,220.35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,20.25,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
71,0,0,1,0,0,0,2,5436.45,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
35,0,0,1,0,1,1,2,3437.5,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
40,0,0,1,0,1,1,2,3015.75,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0
1,1,0,0,0,0,0,2,73.6,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1
23,0,0,0,0,1,1,1,1509.8,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0
4,0,0,0,0,1,1,2,396.1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
4,0,0,1,1,0,1,2,356.65,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
68,0,1,1,1,1,1,1,4109.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
38,0,1,0,0,0,0,2,3141.7,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
52,0,0,0,0,0,0,0,1229.1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
32,0,0,0,0,0,0,2,2303.35,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
29,0,0,1,1,1,1,2,2054.4,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
38,0,1,0,0,1,1,2,3741.85,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0
48,1,0,1,0,1,1,2,3682.45,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0,19.25,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
22,1,0,0,1,0,1,2,1886.25,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
43,1,1,1,1,1,1,2,4895.1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0
5,0,0,0,0,0,0,2,341.6,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
5,0,0,0,0,1,0,2,415.55,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
51,1,1,0,1,1,1,2,5686.4,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0
71,0,0,0,0,0,0,0,1355.1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
38,1,1,0,1,1,1,2,3058.65,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
24,0,0,1,0,1,1,2,2231.05,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
35,0,0,0,1,1,0,2,3236.35,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0
54,1,1,0,1,1,1,2,4350.1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0
72,0,1,1,1,1,1,1,4264.0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1,0,0,0,0,0,0,1,44.8,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
9,1,0,0,0,0,0,1,422.3,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
69,1,1,0,1,1,1,1,4176.7,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
52,0,1,0,1,1,1,2,5138.1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0
11,0,0,0,1,1,0,2,880.05,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
2,0,0,0,0,0,0,2,139.05,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
28,0,0,0,0,1,0,1,973.65,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
17,0,0,1,0,0,0,2,1470.05,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0
35,0,0,0,0,0,0,0,739.35,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8,0,0,0,0,0,0,0,161.95,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
46,0,1,1,0,1,0,2,4422.95,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0
7,0,0,0,0,0,0,2,511.25,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
2,0,0,1,0,0,0,2,155.8,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1
68,0,1,1,1,0,1,2,5293.95,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0
43,0,1,1,0,1,1,2,4759.85,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0
68,1,1,1,1,1,1,2,6148.45,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0
36,0,1,0,0,1,1,2,3565.65,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
63,0,1,1,0,1,1,2,6603.0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
32,0,1,0,1,0,0,1,1830.1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
71,1,1,1,1,1,1,2,6223.8,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
66,1,1,1,0,0,0,2,4508.65,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0
63,0,0,0,0,0,0,0,1328.15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
41,0,0,0,0,0,0,0,865.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,0,0,0,2,72.1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
2,0,0,0,0,1,1,2,168.2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
70,0,0,0,0,0,0,0,1303.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
23,0,0,0,0,1,1,1,996.85,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
64,1,1,1,0,0,1,2,6430.9,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0
37,1,0,1,1,0,0,1,2278.75,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0
17,0,0,0,0,0,0,1,681.4,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
7,0,0,0,0,1,1,2,574.35,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
4,0,1,1,0,0,0,2,371.9,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0
21,1,0,0,0,1,0,1,840.1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0
10,0,0,0,0,0,1,2,846.0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0
16,1,0,0,0,0,0,1,889.0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0
64,0,1,0,1,1,1,2,6823.4,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0
27,1,0,0,0,0,0,0,805.1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0
42,1,0,0,0,1,1,2,4016.75,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0
5,0,0,0,0,0,0,0,83.75,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
41,0,1,0,1,1,1,2,3959.15,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0
58,0,0,1,0,0,0,1,2878.55,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
47,0,0,0,0,0,0,0,945.7,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
18,0,0,0,1,0,0,2,1373.05,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0
5,0,0,1,0,1,1,2,492.55,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
23,1,0,0,0,0,1,1,1406.0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,19.15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
71,0,0,1,0,1,1,2,6962.85,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0
72,1,1,1,1,1,1,2,8126.65,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
33,0,0,0,0,0,0,0,690.25,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,0,0,1,0,2,181.5,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
24,1,0,0,1,0,0,1,830.8,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
56,0,1,1,1,0,1,2,5608.4,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0
37,0,1,0,0,1,1,2,3646.8,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
43,0,1,1,1,1,1,2,3662.25,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0,25.35,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
25,0,0,1,1,1,1,2,2566.5,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0
61,1,1,1,1,1,1,2,5308.7,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0
17,0,0,1,1,0,0,2,1410.25,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0
41,0,1,1,1,0,0,2,3339.05,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0
1,0,1,0,0,0,0,1,50.65,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
72,1,1,1,1,1,1,1,4732.35,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
1,0,1,0,0,0,1,2,90.85,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0
48,0,1,1,0,1,1,2,5067.45,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
11,0,0,0,0,0,0,0,214.75,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
55,0,1,1,0,0,0,2,4874.7,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
42,1,1,1,1,0,1,1,2348.45,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
44,0,0,1,0,0,1,2,4063.0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
1,0,0,0,0,0,0,1,44.0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
27,0,0,0,0,1,1,2,2595.25,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0
27,0,1,1,1,1,1,2,2309.55,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0
2,0,0,0,0,0,0,1,89.3,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0
19,0,0,0,0,0,0,0,367.55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42,0,0,0,0,1,1,2,3944.5,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
66,1,1,1,1,1,1,2,5965.95,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0
33,1,0,1,1,1,1,2,3694.7,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0
34,0,1,0,0,0,0,2,2524.45,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
33,0,0,1,1,1,1,1,1803.7,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
23,0,0,0,0,0,0,0,415.1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,0,0,0,0,0,0,0,624.15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11,0,0,0,0,0,0,0,237.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
69,0,0,1,0,1,1,2,7007.6,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0
68,1,0,0,1,0,0,1,3848.8,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
20,0,0,0,0,0,0,0,419.4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
72,0,0,0,0,0,0,0,1468.75,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
60,1,0,1,0,1,0,2,5812.0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0
32,0,1,0,0,1,1,2,2861.45,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,19.9,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,19.6,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
3,0,1,0,0,0,0,2,233.7,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
46,0,0,0,0,0,0,0,1066.15,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
29,0,0,0,0,0,0,2,2149.05,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
51,0,1,1,1,0,0,2,4473.0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
48,0,0,0,0,0,0,2,3545.05,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0
16,0,1,0,0,0,0,2,1195.75,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
70,0,1,1,1,0,1,2,6858.9,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
40,0,0,0,0,0,0,0,1024.7,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
22,0,1,0,0,0,1,2,1845.9,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,1,0,0,0,2,75.3,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0
5,0,0,0,0,0,0,0,132.25,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
7,0,0,0,0,0,0,2,515.45,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0
29,0,1,1,1,0,1,2,2830.45,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0
44,0,0,0,0,0,0,0,1110.5,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
10,1,1,1,0,0,0,1,449.3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
55,0,0,0,0,0,0,1,2838.55,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
52,0,1,1,0,1,1,2,5376.4,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0
10,0,0,0,0,0,1,2,858.6,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
18,0,0,0,0,0,0,2,1395.05,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0
68,1,0,0,1,0,0,1,3975.7,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0
61,0,0,0,0,0,0,0,1182.55,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
72,1,1,1,1,1,1,1,4784.45,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
2,1,0,1,0,0,0,1,119.5,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
12,0,0,0,0,0,0,1,518.9,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0
41,0,0,0,0,0,0,0,899.45,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
26,0,0,1,1,1,0,1,1183.8,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
36,0,0,0,0,0,0,0,720.05,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
72,1,1,1,1,1,1,2,8468.2,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
35,0,0,0,1,0,1,2,3161.2,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0
1,0,0,1,1,0,0,1,55.05,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
16,1,0,1,1,1,1,2,1882.55,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
49,1,0,0,0,1,1,2,5070.4,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0
54,1,1,1,1,1,1,2,6049.5,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1
18,1,0,0,0,0,1,1,1166.7,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
36,0,0,0,0,0,1,2,2937.65,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
60,0,1,1,0,1,1,2,6396.45,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,2,69.55,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
52,0,0,0,0,0,0,0,1270.25,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
8,0,0,1,0,1,1,2,759.55,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
72,1,1,0,1,1,1,2,7611.55,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
64,0,0,0,0,0,0,0,1642.75,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22,1,0,1,1,0,1,2,1545.4,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1
60,0,1,1,1,1,1,1,3582.4,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
28,0,0,0,0,0,1,2,2227.1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
61,0,0,0,0,0,0,0,1417.9,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
24,0,1,1,0,1,1,2,2494.65,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
28,0,1,1,1,1,0,2,2768.35,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
30,0,1,1,1,1,1,2,2369.3,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
2,0,0,0,0,0,0,0,38.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,2,75.1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
6,0,0,0,0,0,0,0,100.9,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24,0,1,0,0,1,1,2,1614.05,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0
4,0,0,1,0,1,1,2,385.9,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
7,0,1,0,0,1,1,2,673.25,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
72,1,1,1,1,1,1,2,8404.9,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0
70,0,0,0,1,0,1,1,2799.75,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
64,0,0,1,1,1,1,2,6538.45,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0
72,0,1,0,0,1,0,2,6588.95,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
44,0,0,0,0,0,0,0,868.1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13,0,0,0,0,0,1,1,734.35,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
17,0,0,0,0,0,0,0,330.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,1,1,55.0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0
9,0,0,1,0,1,1,2,564.4,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
24,1,0,0,1,0,0,1,1315.35,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,0,0,0,2,74.7,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
24,0,1,0,0,0,0,2,1861.5,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
35,0,1,0,1,1,1,2,2747.2,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0
7,1,1,1,1,1,0,2,554.05,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
5,0,0,0,1,1,1,2,453.4,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
15,0,0,0,0,0,0,2,994.8,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
11,0,0,0,0,0,0,0,225.75,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
48,1,0,1,0,0,1,1,2145.0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0
20,0,0,0,0,0,1,2,1671.6,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
